,composition,Charpy impact energy,Charpy impact energy-conditions,Charpy impact energy-units,Elongation,Elongation-conditions,Elongation-units,"Fracture toughness, K$_{IC}$","Fracture toughness, K$_{IC}$-conditions","Fracture toughness, K$_{IC}$-units","Ultimate tensile strength, UTS","Ultimate tensile strength, UTS-conditions","Ultimate tensile strength, UTS-units","Yield strength, YS","Yield strength, YS-conditions","Yield strength, YS-units",parse_comp
395,"[{'element': 'C', 'actualWeightPercent': {'value': '0.2'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.49'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.55'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.94'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.97'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Co', 'actualWeightPercent': {'value': '15.08'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,16.9,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,135.7,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,1738.3,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1258.6,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.2, 0.02, 0.49, 12.55, 0.94, 1.97, 0.01, 0, 0.02, 15.08, 0, 0.03, 0]"
396,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.07'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.11'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '11.3'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10.3'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.05'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.24'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.23'}}]",82.7,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,18.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1147.2,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1107.9,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.07, 0.11, 11.3, 10.3, 2.05, 0.01, 0, 0.01, 0.01, 0, 0.24, 0.23]"
397,"[{'element': 'C', 'actualWeightPercent': {'value': '0.39'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.22'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '6.99'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5.75'}}, {'element': 'V', 'actualWeightPercent': {'value': '1.08'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '4.9'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,8.0,"{'name': 'Temperature', 'scalars': [{'value': '1149'}], 'units': '$^{\\circ}$C'}",%,,,,1998.1,"{'name': 'Temperature', 'scalars': [{'value': '1149'}], 'units': '$^{\\circ}$C'}",MPa,1688.1,"{'name': 'Temperature', 'scalars': [{'value': '1149'}], 'units': '$^{\\circ}$C'}",MPa,"[0.39, 0.22, 0.01, 6.99, 0.01, 5.75, 1.08, 0, 0.01, 4.9, 0, 0.03, 0]"
398,"[{'element': 'C', 'actualWeightPercent': {'value': '0.38'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.19'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '7.39'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5.75'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.06'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '4.88'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,8.0,"{'name': 'Temperature', 'scalars': [{'value': '1149'}], 'units': '$^{\\circ}$C'}",%,,,,1887.9,"{'name': 'Temperature', 'scalars': [{'value': '1149'}], 'units': '$^{\\circ}$C'}",MPa,1564.0,"{'name': 'Temperature', 'scalars': [{'value': '1149'}], 'units': '$^{\\circ}$C'}",MPa,"[0.38, 0.19, 0.01, 7.39, 0.01, 5.75, 0.06, 0, 0.01, 4.88, 0, 0.03, 0]"
399,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.64'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.44'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.24'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.31'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.01'}}]",,,,13.3,,%,95.7,,MPa m$^{0.5}$,1568.2,,MPa,1519.2,,MPa,"[0.03, 0.01, 0.01, 12.64, 8.44, 2.24, 0.01, 0, 0.01, 0.01, 0, 1.31, 0.01]"
400,"[{'element': 'C', 'actualWeightPercent': {'value': '0.21'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.73'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.51'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.94'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.98'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.08'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.78'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,15.8,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,120.2,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,1783.5,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1410.7,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.21, 0.01, 0.73, 12.51, 0.94, 1.98, 0.01, 0, 0.08, 13.78, 0, 0.03, 0]"
401,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '9.9'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '6.99'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.75'}}, {'element': 'V', 'actualWeightPercent': {'value': '0'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0'}}, {'element': 'Co', 'actualWeightPercent': {'value': '8.02'}}, {'element': 'W', 'actualWeightPercent': {'value': '2.43'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.8'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,3.9,"{'name': 'Temperature', 'scalars': [{'value': '825'}], 'units': '$^{\\circ}$C'}",%,,,,2012.0,"{'name': 'Temperature', 'scalars': [{'value': '825'}], 'units': '$^{\\circ}$C'}",MPa,1928.0,"{'name': 'Temperature', 'scalars': [{'value': '825'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.04, 0.04, 9.9, 6.99, 2.75, 0, 0, 0, 8.02, 2.43, 1.8, 0]"
402,"[{'element': 'C', 'actualWeightPercent': {'value': '0.27'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.27'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.41'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.28'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '0.49'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.07'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '3.9'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,15.0,"{'name': 'Temperature', 'scalars': [{'value': '871'}], 'units': '$^{\\circ}$C'}",%,,,,1136.9,"{'name': 'Temperature', 'scalars': [{'value': '871'}], 'units': '$^{\\circ}$C'}",MPa,1005.9,"{'name': 'Temperature', 'scalars': [{'value': '871'}], 'units': '$^{\\circ}$C'}",MPa,"[0.27, 0.27, 0.01, 0.41, 8.28, 0.49, 0.07, 0, 0.01, 3.9, 0, 0.03, 0]"
403,"[{'element': 'C', 'actualWeightPercent': {'value': '0.35'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '9'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '1.5'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.3'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '18'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.02'}}]",4.1,"{'name': 'Temperature', 'scalars': [{'value': '1050'}], 'units': '$^{\\circ}$C'}",J,,,,364.0,"{'name': 'Temperature', 'scalars': [{'value': '1050'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,2508.0,"{'name': 'Temperature', 'scalars': [{'value': '1050'}], 'units': '$^{\\circ}$C'}",MPa,1736.3,"{'name': 'Temperature', 'scalars': [{'value': '1050'}], 'units': '$^{\\circ}$C'}",MPa,"[0.35, 0.01, 0.01, 9, 1.5, 2, 0.3, 0, 0.01, 18, 0, 0.03, 0.02]"
404,"[{'element': 'C', 'actualWeightPercent': {'value': '0'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '11.85'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10.25'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.47'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '7.48'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.43'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.56'}}]",51.5,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",J,,,,,,,1763.8,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",MPa,1688.1,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",MPa,"[0, 0.01, 0.01, 11.85, 10.25, 1.47, 0.01, 0, 0.01, 7.48, 0, 0.43, 0.56]"
405,"[{'element': 'C', 'actualWeightPercent': {'value': '0'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '11.2'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '9.9'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.05'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.13'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.3'}}]",88.8,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,18.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1213.3,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1172.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0, 0.05, 0.02, 11.2, 9.9, 2.05, 0.01, 0, 0.01, 0.01, 0, 0.13, 0.3]"
406,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '17.5'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.1'}}, {'element': 'V', 'actualWeightPercent': {'value': '2'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.12'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '2'}}]",18.6,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,10.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,2089.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1999.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.01, 0.01, 0.01, 17.5, 2.1, 2, 0, 0.01, 0.01, 0, 0.12, 2]"
407,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.52'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.63'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",138.3,,J,15.0,,%,,,,1336.7,,MPa,1274.7,,MPa,"[0.04, 0.01, 0.02, 12.52, 8.63, 2.1, 0.01, 0, 0.01, 0.01, 0, 1, 0]"
408,"[{'element': 'C', 'actualWeightPercent': {'value': '0.15'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '14.5'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.5'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,10.0,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,,,,1667.4,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1192.0,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.15, 0.01, 0.01, 14.5, 0.01, 5, 0.01, 0, 0.01, 13.5, 0, 0.05, 0]"
409,"[{'element': 'C', 'actualWeightPercent': {'value': '0.15'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '14.5'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.5'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,12.0,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,,,,1612.3,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1005.9,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.15, 0.01, 0.01, 14.5, 0.01, 5, 0.01, 0, 0.01, 13.5, 0, 0.05, 0]"
410,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '14.9'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.15'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '15.3'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.7'}}]",,,,11.0,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",%,,,,1800.4,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",MPa,1772.8,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.01, 0.01, 0.01, 14.9, 3.15, 0.01, 0, 0.01, 15.3, 0, 0.03, 0.7]"
411,"[{'element': 'C', 'actualWeightPercent': {'value': '0.37'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.17'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '5.2'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5.84'}}, {'element': 'V', 'actualWeightPercent': {'value': '1.05'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.91'}}, {'element': 'Co', 'actualWeightPercent': {'value': '4.88'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,3.0,"{'name': 'Temperature', 'scalars': [{'value': '1149'}], 'units': '$^{\\circ}$C'}",%,,,,2156.6,"{'name': 'Temperature', 'scalars': [{'value': '1149'}], 'units': '$^{\\circ}$C'}",MPa,1860.3,"{'name': 'Temperature', 'scalars': [{'value': '1149'}], 'units': '$^{\\circ}$C'}",MPa,"[0.37, 0.17, 0.01, 5.2, 0.01, 5.84, 1.05, 0, 0.91, 4.88, 0, 0.03, 0]"
412,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.35'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.27'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.21'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.04'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.03'}}]",71.9,,J,19.0,,%,,,,1329.8,,MPa,1274.7,,MPa,"[0.04, 0.01, 0.01, 12.35, 8.27, 2.21, 0.01, 0, 0.01, 0.01, 0, 1.04, 0.03]"
413,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '10.7'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10.3'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.21'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.31'}}]",80.0,"{'name': 'Temperature', 'scalars': [{'value': '830'}], 'units': '$^{\\circ}$C'}",J,16.3,"{'name': 'Temperature', 'scalars': [{'value': '830'}], 'units': '$^{\\circ}$C'}",%,,,,1299.0,"{'name': 'Temperature', 'scalars': [{'value': '830'}], 'units': '$^{\\circ}$C'}",MPa,1198.0,"{'name': 'Temperature', 'scalars': [{'value': '830'}], 'units': '$^{\\circ}$C'}",MPa,"[0.03, 0.01, 0.01, 10.7, 10.3, 0.02, 0.01, 0, 0.01, 0.01, 0, 0.21, 0.31]"
414,"[{'element': 'C', 'actualWeightPercent': {'value': '0.27'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.27'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.41'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.28'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '0.49'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.07'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '3.9'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,16.0,"{'name': 'Temperature', 'scalars': [{'value': '871'}], 'units': '$^{\\circ}$C'}",%,,,,1260.9,"{'name': 'Temperature', 'scalars': [{'value': '871'}], 'units': '$^{\\circ}$C'}",MPa,1123.1,"{'name': 'Temperature', 'scalars': [{'value': '871'}], 'units': '$^{\\circ}$C'}",MPa,"[0.27, 0.27, 0.01, 0.41, 8.28, 0.49, 0.07, 0, 0.01, 3.9, 0, 0.03, 0]"
415,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '10.96'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '7.97'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '8.55'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.21'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.01'}}]",,,,12.0,,%,,,,1929.2,,MPa,1812.1,,MPa,"[0.01, 0.01, 0.01, 10.96, 7.97, 5, 0.01, 0, 0.01, 8.55, 0, 1.21, 0.01]"
